type,created,tweet_type,text,url,view_count,retweet_count,like_count,reply_count,quote_count,media,lang,original_id,original_url,original_author_id,original_author_alias,original_author_url,source,location,hashtags,user_mentions,urls,card,alias,name,description,friend_count,follower_count,favorite_count,media_count,image,banner_image,created_at,is_verified
TwitterTweet,1720381709,reply,Exactly,https://twitter.com/elonmusk/status/1810038195981254828,64705,128,1582,139,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809904668878749871,https://twitter.com/shaunmmaguire/status/1809904668878749871,143134601,shaunmmaguire,https://twitter.com/shaunmmaguire,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '143134601', 'alias': 'shaunmmaguire', 'name': 'Shaun Maguire', 'url': 'https://twitter.com/shaunmmaguire'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720376283,reply,Accounts that post child exploitation images are automatically suspended until the post is deleted,https://twitter.com/elonmusk/status/1810015437964382310,148937,129,1510,241,56,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809971344634777936,https://twitter.com/Slatzism/status/1809971344634777936,1337217263515078662,Slatzism,https://twitter.com/Slatzism,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1337217263515078662', 'alias': 'Slatzism', 'name': 'pagliacci the hated 🌝', 'url': 'https://twitter.com/Slatzism'}, {'type': 'TwitterUserMention', 'id': '962650783182331904', 'alias': 'SydneyLWatson', 'name': 'Dr. Sydney Watson', 'url': 'https://twitter.com/SydneyLWatson'}, {'type': 'TwitterUserMention', 'id': '1621379041470152704', 'alias': 'ThePublicaNow', 'name': 'ThePublica', 'url': 'https://twitter.com/ThePublicaNow'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720375551,reply,😢,https://twitter.com/elonmusk/status/1810012368316821776,151388,188,5598,350,23,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qme,1810006954774770158,https://twitter.com/SawyerMerritt/status/1810006954774770158,243013409,SawyerMerritt,https://twitter.com/SawyerMerritt,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '243013409', 'alias': 'SawyerMerritt', 'name': 'Sawyer Merritt', 'url': 'https://twitter.com/SawyerMerritt'}, {'type': 'TwitterUserMention', 'id': '13298072', 'alias': 'Tesla', 'name': 'Tesla', 'url': 'https://twitter.com/Tesla'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720375392,quote,I agree!,https://twitter.com/elonmusk/status/1810011702802751806,58105597,27103,154579,14358,1475,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809979688728600724,https://twitter.com/JohnStossel/status/1809979688728600724,158769098,JohnStossel,https://twitter.com/JohnStossel,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720374887,reply,Would be child’s play to follow these trucks,https://twitter.com/elonmusk/status/1810009582930129396,309219,818,11464,688,52,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810007069459620248,https://twitter.com/libsoftiktok/status/1810007069459620248,1326229737551912960,libsoftiktok,https://twitter.com/libsoftiktok,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1326229737551912960', 'alias': 'libsoftiktok', 'name': 'Libs of TikTok', 'url': 'https://twitter.com/libsoftiktok'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720374027,reply,True,https://twitter.com/elonmusk/status/1810005973647642883,57992,50,1058,94,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809991597532295205,https://twitter.com/Austen/status/1809991597532295205,221838349,Austen,https://twitter.com/Austen,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '221838349', 'alias': 'Austen', 'name': 'Austen Allred', 'url': 'https://twitter.com/Austen'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720366337,reply,All that matters is improving Tesla self-driving AI such that miles between interventions is &gt;&gt; human,https://twitter.com/elonmusk/status/1809973719546142860,388534,361,4149,304,77,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809660541276942824,https://twitter.com/CuriousPejjy/status/1809660541276942824,1597503474161303553,CuriousPejjy,https://twitter.com/CuriousPejjy,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1597503474161303553', 'alias': 'CuriousPejjy', 'name': 'Pejjy', 'url': 'https://twitter.com/CuriousPejjy'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720366085,reply,That’s because the media is almost entirely far left itself,https://twitter.com/elonmusk/status/1809972662522741189,110499,819,6464,323,37,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809961630085591536,https://twitter.com/WesternLensman/status/1809961630085591536,1674861136498286605,WesternLensman,https://twitter.com/WesternLensman,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1674861136498286605', 'alias': 'WesternLensman', 'name': 'Western Lensman', 'url': 'https://twitter.com/WesternLensman'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720365831,reply,Pointless,https://twitter.com/elonmusk/status/1809971597765193950,57602,56,1137,185,8,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809768678486839782,https://twitter.com/PeterDiamandis/status/1809768678486839782,14710129,PeterDiamandis,https://twitter.com/PeterDiamandis,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '14710129', 'alias': 'PeterDiamandis', 'name': 'Peter H. Diamandis, MD', 'url': 'https://twitter.com/PeterDiamandis'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720365185,reply,Taking catfishing to a whole new level,https://twitter.com/elonmusk/status/1809968889532395741,49570,65,1147,144,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809686031312027933,https://twitter.com/venturetwins/status/1809686031312027933,922955517030408192,venturetwins,https://twitter.com/venturetwins,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '922955517030408192', 'alias': 'venturetwins', 'name': 'Justine Moore', 'url': 'https://twitter.com/venturetwins'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720364583,reply,True,https://twitter.com/elonmusk/status/1809966365823889566,74389,122,1757,132,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809878773690495243,https://twitter.com/WallStreetSilv/status/1809878773690495243,1366565625401909249,WallStreetSilv,https://twitter.com/WallStreetSilv,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1366565625401909249', 'alias': 'WallStreetSilv', 'name': 'Wall Street Silver', 'url': 'https://twitter.com/WallStreetSilv'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720364508,reply,Yeah,https://twitter.com/elonmusk/status/1809966048499609828,67247,98,1792,188,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809965604587401272,https://twitter.com/WallStreetSilv/status/1809965604587401272,1366565625401909249,WallStreetSilv,https://twitter.com/WallStreetSilv,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1366565625401909249', 'alias': 'WallStreetSilv', 'name': 'Wall Street Silver', 'url': 'https://twitter.com/WallStreetSilv'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720363258,reply,You can still see the likes and other details if you tap on the post,https://twitter.com/elonmusk/status/1809960807905861931,196992,145,2298,667,57,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809763712628068388,https://twitter.com/MarioNawfal/status/1809763712628068388,1319287761048723458,MarioNawfal,https://twitter.com/MarioNawfal,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1319287761048723458', 'alias': 'MarioNawfal', 'name': 'Mario Nawfal', 'url': 'https://twitter.com/MarioNawfal'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720362913,reply,!!,https://twitter.com/elonmusk/status/1809959360107327961,72275,177,1816,137,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qam,1809951898448867755,https://twitter.com/WallStreetSilv/status/1809951898448867755,1366565625401909249,WallStreetSilv,https://twitter.com/WallStreetSilv,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1366565625401909249', 'alias': 'WallStreetSilv', 'name': 'Wall Street Silver', 'url': 'https://twitter.com/WallStreetSilv'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720362845,reply,Cool,https://twitter.com/elonmusk/status/1809959074118640004,37814,35,702,80,4,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809957475883307150,https://twitter.com/dvorahfr/status/1809957475883307150,2178040394,dvorahfr,https://twitter.com/dvorahfr,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '2178040394', 'alias': 'dvorahfr', 'name': 'Déborah', 'url': 'https://twitter.com/dvorahfr'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720362791,reply,Exactly,https://twitter.com/elonmusk/status/1809958847219482856,102120,444,4672,162,20,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809956699715092498,https://twitter.com/KanekoaTheGreat/status/1809956699715092498,1085225533623783424,KanekoaTheGreat,https://twitter.com/KanekoaTheGreat,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1085225533623783424', 'alias': 'KanekoaTheGreat', 'name': 'KanekoaTheGreat', 'url': 'https://twitter.com/KanekoaTheGreat'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720361915,reply,False,https://twitter.com/elonmusk/status/1809955175232073894,617066,208,4205,243,107,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809949087476720042,https://twitter.com/GuyDealership/status/1809949087476720042,1475231323480543232,GuyDealership,https://twitter.com/GuyDealership,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1475231323480543232', 'alias': 'GuyDealership', 'name': 'Car Dealership Guy', 'url': 'https://twitter.com/GuyDealership'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720361870,reply,Because it’s spyware,https://twitter.com/elonmusk/status/1809954986538807313,266804,614,11093,545,76,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809951265540997123,https://twitter.com/cb_doge/status/1809951265540997123,1389913567671975937,cb_doge,https://twitter.com/cb_doge,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1389913567671975937', 'alias': 'cb_doge', 'name': 'DogeDesigner', 'url': 'https://twitter.com/cb_doge'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720361834,reply,Fate loves irony,https://twitter.com/elonmusk/status/1809954832762953966,39046,59,885,67,8,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809954761568837971,https://twitter.com/SeibtNaomi/status/1809954761568837971,1225160978737831938,SeibtNaomi,https://twitter.com/SeibtNaomi,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1225160978737831938', 'alias': 'SeibtNaomi', 'name': 'Naomi Seibt', 'url': 'https://twitter.com/SeibtNaomi'}, {'type': 'TwitterUserMention', 'id': '745600340', 'alias': 'HumanProgress', 'name': 'Human Progress', 'url': 'https://twitter.com/HumanProgress'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720361453,reply,Yup,https://twitter.com/elonmusk/status/1809953234968023278,51949,111,1731,116,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",und,1809899575131443285,https://twitter.com/stillgray/status/1809899575131443285,16106584,stillgray,https://twitter.com/stillgray,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '16106584', 'alias': 'stillgray', 'name': 'Ian Miles Cheong', 'url': 'https://twitter.com/stillgray'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720359502,reply,"Some number of war crimes are always committed by all sides in any given war. If you never read about one side ever doing anything wrong, you know you’re being fed propaganda.

What matters is the degree to which each side does terrible deeds and whether the crimes are punished, overlooked or encouraged by the commanding officers.

A good test of who the good guys are (in relative terms) is: where are prisoners of war treated the best? In WW2, for example, you definitely wanted to be captured by the Americans or British. Not even a slight question mark about that!",https://twitter.com/elonmusk/status/1809945053537697953,174816,429,3517,335,43,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809745319653175535,https://twitter.com/stillgray/status/1809745319653175535,16106584,stillgray,https://twitter.com/stillgray,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '16106584', 'alias': 'stillgray', 'name': 'Ian Miles Cheong', 'url': 'https://twitter.com/stillgray'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720356287,reply,True,https://twitter.com/elonmusk/status/1809931568892244312,41733,61,1153,163,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809916642308104272,https://twitter.com/andst7/status/1809916642308104272,541882699,andst7,https://twitter.com/andst7,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '541882699', 'alias': 'andst7', 'name': ""Andrea Stroppa 🐺 Claudius Nero's Legion 🐺"", 'url': 'https://twitter.com/andst7'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720355671,retweet,FSD Supervised can navigate complex city traffic,https://twitter.com/elonmusk/status/1809931527116984556,5072595,2667,15252,1529,161,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809928986807443861,https://twitter.com/Tesla/status/1809928986807443861,13298072,Tesla,https://twitter.com/Tesla,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720355727,reply,😂,https://twitter.com/elonmusk/status/1809929220321075551,46034,30,854,93,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qme,1809905267087208945,https://twitter.com/webflite/status/1809905267087208945,2546037755,webflite,https://twitter.com/webflite,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '2546037755', 'alias': 'webflite', 'name': 'Aviation', 'url': 'https://twitter.com/webflite'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720351242,reply,💯,https://twitter.com/elonmusk/status/1809910406422364556,50416,83,1430,138,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qme,1809736771032543682,https://twitter.com/micsolana/status/1809736771032543682,18989355,micsolana,https://twitter.com/micsolana,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '18989355', 'alias': 'micsolana', 'name': 'Mike Solana', 'url': 'https://twitter.com/micsolana'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720350982,reply,Crazy,https://twitter.com/elonmusk/status/1809909318726103434,65504,151,2180,174,10,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809804989235179906,https://twitter.com/mazemoore/status/1809804989235179906,1394680198705123329,mazemoore,https://twitter.com/mazemoore,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1394680198705123329', 'alias': 'mazemoore', 'name': 'MAZE', 'url': 'https://twitter.com/mazemoore'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720349188,reply,Great,https://twitter.com/elonmusk/status/1809901794182439204,35824,48,918,132,3,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809842616579813871,https://twitter.com/tsarnick/status/1809842616579813871,203458226,tsarnick,https://twitter.com/tsarnick,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '203458226', 'alias': 'tsarnick', 'name': 'Tsarathustra', 'url': 'https://twitter.com/tsarnick'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720349159,reply,!,https://twitter.com/elonmusk/status/1809901671855571326,46666,103,2121,100,8,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qam,1809719788232700072,https://twitter.com/Klaus_Arminius/status/1809719788232700072,1483893386817986574,Klaus_Arminius,https://twitter.com/Klaus_Arminius,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1483893386817986574', 'alias': 'Klaus_Arminius', 'name': 'Klaus Arminius', 'url': 'https://twitter.com/Klaus_Arminius'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720320953,reply,Great question …,https://twitter.com/elonmusk/status/1809783367090516225,73179,180,2101,231,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809653321894076695,https://twitter.com/jgebbia/status/1809653321894076695,11417802,jgebbia,https://twitter.com/jgebbia,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '11417802', 'alias': 'jgebbia', 'name': 'Joe Gebbia', 'url': 'https://twitter.com/jgebbia'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720320760,reply,!,https://twitter.com/elonmusk/status/1809782556792873373,66623,77,1258,87,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qam,1809635475847569547,https://twitter.com/Slatzism/status/1809635475847569547,1337217263515078662,Slatzism,https://twitter.com/Slatzism,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1337217263515078662', 'alias': 'Slatzism', 'name': 'pagliacci the hated 🌝', 'url': 'https://twitter.com/Slatzism'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720278716,reply,WhatsApp is not secure at all,https://twitter.com/elonmusk/status/1809606213178372582,342265,1052,9227,1184,132,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809605247477956910,https://twitter.com/cb_doge/status/1809605247477956910,1389913567671975937,cb_doge,https://twitter.com/cb_doge,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1389913567671975937', 'alias': 'cb_doge', 'name': 'DogeDesigner', 'url': 'https://twitter.com/cb_doge'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720278682,reply,Statistics is a dumb way to assess aircraft vulnerabilities and will require many lost lives for a sufficient sample set,https://twitter.com/elonmusk/status/1809606069288858052,80863,93,1411,178,14,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1809152545622827269,https://twitter.com/tlbtlbtlb/status/1809152545622827269,14081052,tlbtlbtlb,https://twitter.com/tlbtlbtlb,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '14081052', 'alias': 'tlbtlbtlb', 'name': 'Trevor Blackwell', 'url': 'https://twitter.com/tlbtlbtlb'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720248050,retweet,"People laugh at me, till they find out what my Cybertruck can really do",https://twitter.com/elonmusk/status/1809603987630326148,34253551,3553,27045,23535,9589,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': [{'type': 'TwitterTweetVideo', 'id': '1809477318274084864', 'duration': 41, 'video': 'https://video.twimg.com/amplify_video/1809477318274084864/vid/avc1/1080x1920/GApugoI9o6yd-ir_.mp4?tag=16'}]}",en,1809477589800751128,https://twitter.com/Teslaconomics/status/1809477589800751128,985243593538338816,Teslaconomics,https://twitter.com/Teslaconomics,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
